id,Weekly_Sales
261973,13074.373456780755
261974,13074.373456780755
261975,13074.373456780755
261976,13074.373456780755
261977,13074.373456780755
261978,13074.373456780755
261979,13074.373456780755
261980,13074.373456780755
261981,13074.373456780755
261982,13074.373456780755
261983,13074.373456780755
261984,13074.373456780755
261985,13074.373456780755
261986,13074.373456780755
261987,13074.373456780755
261988,13074.373456780755
261989,13074.373456780755
261990,13074.373456780755
261991,13074.373456780755
261992,13074.373456780755
261993,13074.373456780755
261994,13074.373456780755
261995,13074.373456780755
261996,13074.373456780755
261997,13074.373456780755
261998,13074.373456780755
261999,13074.373456780755
262000,13074.373456780755
262001,13074.373456780755
262002,13074.373456780755
262003,13074.373456780755
262004,13074.373456780755
262005,13074.373456780755
262006,13074.373456780755
262007,13074.373456780755
262008,13074.373456780755
262009,13074.373456780755
262010,13074.373456780755
262011,13074.373456780755
262012,13074.373456780755
262013,13074.373456780755
262014,13074.373456780755
262015,13074.373456780755
262016,13074.373456780755
262017,13074.373456780755
262018,13074.373456780755
262019,13074.373456780755
262020,13074.373456780755
262021,13074.373456780755
262022,13074.373456780755
262023,13074.373456780755
262024,13074.373456780755
262025,13074.373456780755
262026,13074.373456780755
262027,13074.373456780755
262028,13074.373456780755
262029,13074.373456780755
262030,13074.373456780755
262031,13074.373456780755
262032,13074.373456780755
262033,13074.373456780755
262034,13074.373456780755
262035,13074.373456780755
262036,13074.373456780755
262037,13074.373456780755
262038,13074.373456780755
262039,13074.373456780755
262040,13074.373456780755
262041,13074.373456780755
262042,13074.373456780755
262043,13074.373456780755
262044,13074.373456780755
262045,13074.373456780755
262046,13074.373456780755
262047,13074.373456780755
262048,13074.373456780755
262049,13074.373456780755
262050,13074.373456780755
262051,13074.373456780755
262052,13074.373456780755
262053,13074.373456780755
262054,13074.373456780755
262055,13074.373456780755
262056,13074.373456780755
262057,13074.373456780755
262058,13074.373456780755
262059,13074.373456780755
262060,13074.373456780755
262061,13074.373456780755
262062,13074.373456780755
262063,13074.373456780755
262064,13074.373456780755
262065,13074.373456780755
262066,13074.373456780755
262067,13074.373456780755
262068,13074.373456780755
262069,13074.373456780755
262070,13074.373456780755
262071,13074.373456780755
262072,13074.373456780755
262073,13074.373456780755
262074,13074.373456780755
262075,13074.373456780755
262076,13074.373456780755
262077,13074.373456780755
262078,13074.373456780755
262079,13074.373456780755
262080,13074.373456780755
262081,13074.373456780755
262082,13074.373456780755
262083,13074.373456780755
262084,13074.373456780755
262085,13074.373456780755
262086,13074.373456780755
262087,13074.373456780755
262088,13074.373456780755
262089,13074.373456780755
262090,13074.373456780755
262091,13074.373456780755
262092,13074.373456780755
262093,13074.373456780755
262094,13074.373456780755
262095,13074.373456780755
262096,13074.373456780755
262097,13074.373456780755
262098,13074.373456780755
262099,13074.373456780755
262100,13074.373456780755
262101,13074.373456780755
262102,13074.373456780755
262103,13074.373456780755
262104,13074.373456780755
262105,13074.373456780755
262106,13074.373456780755
262107,13074.373456780755
262108,13074.373456780755
262109,13074.373456780755
262110,13074.373456780755
262111,13074.373456780755
262112,13074.373456780755
262113,13074.373456780755
262114,13074.373456780755
262115,13074.373456780755
262116,13074.373456780755
262117,13074.373456780755
262118,13074.373456780755
262119,13074.373456780755
262120,13074.373456780755
262121,13074.373456780755
262122,13074.373456780755
262123,13074.373456780755
262124,13074.373456780755
262125,13074.373456780755
262126,13074.373456780755
262127,13074.373456780755
262128,13074.373456780755
262129,13074.373456780755
262130,13074.373456780755
262131,13074.373456780755
262132,13074.373456780755
262133,13074.373456780755
262134,13074.373456780755
262135,13074.373456780755
262136,13074.373456780755
262137,13074.373456780755
262138,13074.373456780755
262139,13074.373456780755
262140,13074.373456780755
262141,13074.373456780755
262142,13074.373456780755
262143,13074.373456780755
262144,13074.373456780755
262145,13074.373456780755
262146,13074.373456780755
262147,13074.373456780755
262148,13074.373456780755
262149,13074.373456780755
262150,13074.373456780755
262151,13074.373456780755
262152,13074.373456780755
262153,13074.373456780755
262154,13074.373456780755
262155,13074.373456780755
262156,13074.373456780755
262157,13074.373456780755
262158,13074.373456780755
262159,13074.373456780755
262160,13074.373456780755
262161,13074.373456780755
262162,13074.373456780755
262163,13074.373456780755
262164,13074.373456780755
262165,13074.373456780755
262166,13074.373456780755
262167,13074.373456780755
262168,13074.373456780755
262169,13074.373456780755
262170,13074.373456780755
262171,13074.373456780755
262172,13074.373456780755
262173,13074.373456780755
262174,13074.373456780755
262175,13074.373456780755
262176,13074.373456780755
262177,13074.373456780755
262178,13074.373456780755
262179,13074.373456780755
262180,13074.373456780755
262181,13074.373456780755
262182,13074.373456780755
262183,13074.373456780755
262184,13074.373456780755
262185,13074.373456780755
262186,13074.373456780755
262187,13074.373456780755
262188,13074.373456780755
262189,13074.373456780755
262190,13074.373456780755
262191,13074.373456780755
262192,13074.373456780755
262193,13074.373456780755
262194,13074.373456780755
262195,13074.373456780755
262196,13074.373456780755
262197,13074.373456780755
262198,13074.373456780755
262199,13074.373456780755
262200,13074.373456780755
262201,13074.373456780755
262202,13074.373456780755
262203,13074.373456780755
262204,13074.373456780755
262205,13074.373456780755
262206,13074.373456780755
262207,13074.373456780755
262208,13074.373456780755
262209,13074.373456780755
262210,13074.373456780755
262211,13074.373456780755
262212,13074.373456780755
262213,13074.373456780755
262214,13074.373456780755
262215,13074.373456780755
262216,13074.373456780755
262217,13074.373456780755
262218,13074.373456780755
262219,13074.373456780755
262220,13074.373456780755
262221,13074.373456780755
262222,13074.373456780755
262223,13074.373456780755
262224,13074.373456780755
262225,13074.373456780755
262226,13074.373456780755
262227,13074.373456780755
262228,13074.373456780755
262229,13074.373456780755
262230,13074.373456780755
262231,13074.373456780755
262232,13074.373456780755
262233,13074.373456780755
262234,13074.373456780755
262235,13074.373456780755
262236,13074.373456780755
262237,13074.373456780755
262238,13074.373456780755
262239,13074.373456780755
262240,13074.373456780755
262241,13074.373456780755
262242,13074.373456780755
262243,13074.373456780755
262244,13074.373456780755
262245,13074.373456780755
262246,13074.373456780755
262247,13074.373456780755
262248,13074.373456780755
262249,13074.373456780755
262250,13074.373456780755
262251,13074.373456780755
262252,13074.373456780755
262253,13074.373456780755
262254,13074.373456780755
262255,13074.373456780755
262256,13074.373456780755
262257,13074.373456780755
262258,13074.373456780755
262259,13074.373456780755
262260,13074.373456780755
262261,13074.373456780755
262262,13074.373456780755
262263,13074.373456780755
262264,13074.373456780755
262265,13074.373456780755
262266,13074.373456780755
262267,13074.373456780755
262268,13074.373456780755
262269,13074.373456780755
262270,13074.373456780755
262271,13074.373456780755
262272,13074.373456780755
262273,13074.373456780755
262274,13074.373456780755
262275,13074.373456780755
262276,13074.373456780755
262277,13074.373456780755
262278,13074.373456780755
262279,13074.373456780755
262280,13074.373456780755
262281,13074.373456780755
262282,13074.373456780755
262283,13074.373456780755
262284,13074.373456780755
262285,13074.373456780755
262286,13074.373456780755
262287,13074.373456780755
262288,13074.373456780755
262289,13074.373456780755
262290,13074.373456780755
262291,13074.373456780755
262292,13074.373456780755
262293,13074.373456780755
262294,13074.373456780755
262295,13074.373456780755
262296,13074.373456780755
262297,13074.373456780755
262298,13074.373456780755
262299,13074.373456780755
262300,13074.373456780755
262301,13074.373456780755
262302,13074.373456780755
262303,13074.373456780755
262304,13074.373456780755
262305,13074.373456780755
262306,13074.373456780755
262307,13074.373456780755
262308,13074.373456780755
262309,13074.373456780755
262310,13074.373456780755
262311,13074.373456780755
262312,13074.373456780755
262313,13074.373456780755
262314,13074.373456780755
262315,13074.373456780755
262316,13074.373456780755
262317,13074.373456780755
262318,13074.373456780755
262319,13074.373456780755
262320,13074.373456780755
262321,13074.373456780755
262322,13074.373456780755
262323,13074.373456780755
262324,13074.373456780755
262325,13074.373456780755
262326,13074.373456780755
262327,13074.373456780755
262328,13074.373456780755
262329,13074.373456780755
262330,13074.373456780755
262331,13074.373456780755
262332,13074.373456780755
262333,13074.373456780755
262334,13074.373456780755
262335,13074.373456780755
262336,13074.373456780755
262337,13074.373456780755
262338,13074.373456780755
262339,13074.373456780755
262340,13074.373456780755
262341,13074.373456780755
262342,13074.373456780755
262343,13074.373456780755
262344,13074.373456780755
262345,13074.373456780755
262346,13074.373456780755
262347,13074.373456780755
262348,13074.373456780755
262349,13074.373456780755
262350,13074.373456780755
262351,13074.373456780755
262352,13074.373456780755
262353,13074.373456780755
262354,13074.373456780755
262355,13074.373456780755
262356,13074.373456780755
262357,13074.373456780755
262358,13074.373456780755
262359,13074.373456780755
262360,13074.373456780755
262361,13074.373456780755
262362,13074.373456780755
262363,13074.373456780755
262364,13074.373456780755
262365,13074.373456780755
262366,13074.373456780755
262367,13074.373456780755
262368,13074.373456780755
262369,13074.373456780755
262370,13074.373456780755
262371,13074.373456780755
262372,13074.373456780755
262373,13074.373456780755
262374,13074.373456780755
262375,13074.373456780755
262376,13074.373456780755
262377,13074.373456780755
262378,13074.373456780755
262379,13074.373456780755
262380,13074.373456780755
262381,13074.373456780755
262382,13074.373456780755
262383,13074.373456780755
262384,13074.373456780755
262385,13074.373456780755
262386,13074.373456780755
262387,13074.373456780755
262388,13074.373456780755
262389,13074.373456780755
262390,13074.373456780755
262391,13074.373456780755
262392,13074.373456780755
262393,13074.373456780755
262394,13074.373456780755
262395,13074.373456780755
262396,13074.373456780755
262397,13074.373456780755
262398,13074.373456780755
262399,13074.373456780755
262400,13074.373456780755
262401,13074.373456780755
262402,13074.373456780755
262403,13074.373456780755
262404,13074.373456780755
262405,13074.373456780755
262406,13074.373456780755
262407,13074.373456780755
262408,13074.373456780755
262409,13074.373456780755
262410,13074.373456780755
262411,13074.373456780755
262412,13074.373456780755
262413,13074.373456780755
262414,13074.373456780755
262415,13074.373456780755
262416,13074.373456780755
262417,13074.373456780755
262418,13074.373456780755
262419,13074.373456780755
262420,13074.373456780755
262421,13074.373456780755
